"Data Source","World Development Indicators",

"Last Updated Date","2022-02-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Egypt, Arab Rep.","EGY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","41","41","41","41","47","74","78","76","85","86","86","89","89","89","89","89","92","92","98","96","98","97","97","98","97","98","98","97","92","95","96","96","93","96","93","92","95","94","94","95","",
"Euro area","EMU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","12.2445893099203","23.3633726829998","26.051966909902","31.1175334959676","41.2076933231831","47.6446917388544","53.2301558113016","57.1202185092406","59.4765632381801","63.1217694392944","73.561009049192","73.2956133273161","74.5431600394804","76.9686183624477","79.8226928007933","81.2610471576514","83.4273890799356","83.9484959878052","83.5183328545263","85.9491261270275","86.8022264566635","88.3306946500343","89.3632699147348","90.7886231326353","91.356932833979","91.4339982668326","92.6160091793439","93.3577849241615","93.4929476194575","93.3548993674393","93.1780987523102","93.4485498021052","93.9978265576509","93.6355074996485","93.5278994719106","93.1579990016894","93.2330476878743","94.2202141265953","94.2788859240527","94.6299103946109","",
"Eritrea","ERI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34","51","58","66","73","79","88","76","84","83","92","96","95","94","92","91","93","95","96","98","94","90","97","99","99","99","99","",
"Spain","ESP","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","8","27","40","68","79","83","85","84","97","99","85","83","90","90","90","90","93","93","95","94","96","97","98","97","97","97","97","98","98","95","97","97","95","96","96","97","98","97","98","",
"Estonia","EST","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74","76","81","86","88","89","92","93","95","95","95","96","96","96","96","95","95","95","94","94","94","93","93","93","93","87","88","",
"Ethiopia","ETH","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4","3","7","7","8","12","10","13","15","23","38","17","12","22","54","38","54","51","44","37","36","35","36","35","35","40","44","49","54","59","64","68","62","55","54","56","57","59","55","58","",
"European Union","EUU","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","27.7281321100354","35.8357609283032","37.7487695020874","47.7850327457615","55.0023907141731","59.3651219778549","62.5568311770821","67.4901677380645","68.3436079896022","71.9884481469461","79.6089267731246","79.3666659927684","79.8743416266381","81.8907295755907","83.9942385193419","85.0467724149704","86.6482244059286","87.0063053477972","86.6796656410475","88.4693804736983","89.1258430335597","90.2507189660944","91.193582593787","92.1801437618198","92.6383609342117","92.78504549803","93.641611848797","94.2240278364483","94.2442155637876","94.1518855993401","94.0196246945464","94.1322904424834","94.6150988353684","94.2339992905093","93.910751718972","93.4326339812247","93.4527157496444","94.079549323429","94.180647030497","94.3539478550729","",
"Fragile and conflict affected situations","FCS","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.27151962747007","9.73322556357678","12.3455991349053","13.0799041652284","16.8360540216008","25.1842738569481","30.2619839383048","34.7492776073194","42.1025150501328","50.1826817030562","53.7788962847299","48.0757570659904","43.4757370881626","44.8480648484202","51.2043959011514","49.5870557055815","50.2139565449574","49.9659372545713","49.6688652881964","48.1464457340162","50.2296236657879","49.2463670429461","49.6088558815225","52.3136866139454","54.9054263672589","57.5656019170833","59.2802517337503","60.624389333024","64.8958858969514","69.8959378416977","69.789390788068","68.7505118192093","65.495158323261","64.510141679732","63.9071989815241","63.5199626356342","65.2621150856905","66.1370876994483","64.8303496006361","65.2931554148091","",
"Finland","FIN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","70","75","81","83","85","87","92","98","95","97","97","99","99","99","98","98","96","96","96","96","96","96","97","97","97","97","98","97","98","98","97","97","97","96","95","94","94","96","96","",
"Fiji","FJI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","32","40","2","25","22","57","61","64","69","65","84","93","91","96","96","94","94","75","77","79","81","83","85","86","88","90","92","94","95","95","96","96","96","96","96","96","96","96","96","96","",
"France","FRA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","15","26","35","39","45","51","58","71","74","76","78","80","83","84","83","82","83","84","85","86","87","88","87","89","90","89","89","89","89","91","90","91","91","90","90","90","90","",
"Faroe Islands","FRO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","84","94","81","76","78","80","83","90","82","74","82","79","85","84","88","91","85","96","83","92","86","86","80","92","91","91","83","74","70","76","73","78","",
"Gabon","GAB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","58","66","67","68","76","76","71","66","63","60","57","57","56","56","55","55","55","55","55","55","55","55","62","67","63","62","72","71","70","61","68","64","63","59","62","",
"United Kingdom","GBR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","53","55","58","60","63","68","71","76","80","84","87","90","92","91","91","92","92","91","87","88","88","85","85","82","81","82","85","86","86","86","89","90","92","93","93","93","92","92","92","91","",
"Georgia","GEO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","61","63","61","65","69","73","76","73","74","75","76","86","90","96","97","97","83","94","91","93","97","92","96","93","95","98","99","",
"Ghana","GHA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","16","23","21","16","10","21","31","51","59","65","61","63","64","66","68","70","71","73","78","81","90","78","78","80","83","83","85","95","86","93","93","91","88","89","92","89","89","95","92","92","",
"Gibraltar","GIB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","15","34","30","29","29","28","28","27","27","35","42","52","55","58","61","61","56","52","40","42","44","46","48","50","51","51","57","55","53","58","62","58","54","50","47","47","47","47","47","",
"Gambia, The","GMB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","69","70","71","70","79","75","62","88","80","85","86","87","83","87","89","91","94","91","90","90","89","89","90","90","92","91","89","88","92","96","92","91","95","96","96","97","97","90","91","85","",
"Guinea-Bissau","GNB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","27","31","35","59","68","52","65","53","52","60","68","68","45","49","51","61","70","71","72","73","74","75","76","74","73","71","69","76","83","81","82","84","85","86","86","86","86","",
"Equatorial Guinea","GNQ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","11","17","32","46","18","88","85","82","79","80","81","81","82","82","51","50","50","49","48","48","47","47","46","45","45","44","46","49","51","53","50","53","53","53","53","",
"Greece","GRC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","75","77","39","81","82","76","76","72","72","72","70","70","90","90","89","88","89","91","92","94","95","96","98","99","99","99","99","99","99","99","97","97","97","97","97","97","",
"Grenada","GRD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","5","7","31","49","62","77","48","89","85","96","73","99","87","88","85","92","97","94","92","99","96","99","74","99","98","98","99","98","95","95","94","94","94","99","95","85","84","94","",
"Greenland","GRL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","23","8","12","9","24","23","55","24","55","60","68","49","59","71","66","83","69","74","79","83","86","91","92","94","95","93","95","86","96","92","93","89","93","85","67","77","86","86","87","90","",
"Guam","GUM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","68","51","56","40","42","52","55","69","73","76","73","92","83","77","91","82","93","87","86","92","93","89","88","92","90","96","95","97","95","98","99","99","99","99","99","99","98","98","",
"High income","HIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","48.2036119187488","54.856219977756","57.0365047728614","63.2858224813424","68.7698349040121","72.6146275014732","75.0193590828425","74.5398210402278","80.465138348754","82.6632627983003","84.1232600790305","83.6433715409772","82.3145460664949","83.5278074913019","87.2986303872293","88.6297781648771","89.9169710301367","89.7674497013606","89.7538047999707","90.6804011241523","91.1650028318531","91.5995449519533","92.085954913666","92.8179858636456","93.0581534339281","92.723822028104","93.0121507526751","92.9986337452784","93.1064705320908","92.3288093254286","93.2628630898627","93.3898458271465","93.5346035229774","93.8064581836828","94.1528373379086","93.8119271242849","93.711580963976","93.9131361766663","93.995268123464","93.1725587135255","",
"Hong Kong SAR, China","HKG","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","31","34","48","49","44","53","60","57","76","94","90","86","89","94","93","89","91","89","98","98","98","99","97","95","92","96","95","94","93","98","98","97","97","97","96","96","96","96","89","87","",
"Heavily indebted poor countries (HIPC)","HPC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9.39942866480139","15.5474293387351","18.9833748172077","21.4013421609413","22.6857309231001","28.4865203028526","35.9375141624554","38.8679071082868","44.4899713383778","48.4438653091533","52.3439425075028","46.0935750766324","45.7398259339654","47.6627089764354","53.7704217903213","52.4734623799123","53.333838599411","51.8003209264819","49.8631945820859","50.303337880987","54.3258929940491","54.7376069191424","57.121761610219","60.8642804831223","63.1499069535849","65.8428864534951","68.1873272494734","70.4020908546131","70.0263393204537","73.585271526318","75.626423880852","75.7533354616468","76.0028254781003","74.5714505268457","73.5364809317605","73.5194746637856","71.7823478799244","73.1864243438681","72.4571256351366","73.4314881646902","",
"Croatia","HRV","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","90","90","90","92","92","91","91","92","93","94","95","94","96","96","95","96","96","95","96","96","95","94","94","93","90","89","93","93","",
"Haiti","HTI","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","3","6","8","21","26","23","59","31","31","35","39","44","48","49","50","52","53","54","55","55","56","57","57","58","59","60","62","63","64","65","66","68","69","69","69","69","69","65","",
"Hungary","HUN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","",
"IBRD only","IBD","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9.75429934434864","11.7832499688791","12.3337605927658","35.4919989789952","39.4304969417193","46.4387778005101","44.6511300819585","55.031539570889","66.3963483217793","70.9513306029699","77.7568741970047","72.9893772833501","73.7946719512169","74.3699563433777","75.2363265872213","78.3288479260434","78.0202824210014","75.4244193281874","75.0733803053439","76.2610105894372","76.3672539650321","77.467017983545","76.2502217873235","77.5136956452364","79.3803040973019","80.7081622899903","83.095063454173","83.6009085606464","85.31717477906","87.6613708111328","89.0061524585433","90.3027404033147","90.2346412973373","90.1981178929844","90.3353358770068","91.1506955385545","91.4500441292956","91.0458086826699","92.3267319181659","92.3055347643075","",
"IDA & IBRD total","IBT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","8.52637724465021","10.9823705497343","11.8973458931923","30.0815630279884","34.5629005653573","41.1581705624886","41.528872478356","50.18316627183","60.4055755575584","66.2754819181377","72.3331499452935","68.1507919363985","68.2844276895196","68.7337697670847","70.0485089132019","71.9872737342464","71.1541057544531","69.523763170642","69.177027175349","69.9052252334392","70.441077449978","71.1953575510132","70.4384874385819","72.0773506763447","74.0512776680386","75.5380442607367","77.3868438801058","78.0852740063155","79.8015845001717","82.5471490710496","83.3281983519107","83.9401503279987","83.4959089574834","83.5006390596078","83.5594113965031","84.0288651777012","84.3258662772142","84.3570753673763","84.7851351969324","84.9298010588765","",
"IDA total","IDA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4.75956508578209","8.60572738782795","10.5901730647326","13.9480877101096","20.0641210137618","25.4185189342024","32.144116676808","35.5660551901342","42.2955457951832","52.2376250382426","56.3733871923132","54.0256564884826","53.1408674954977","54.1336095527295","57.3356359448405","57.1434098080079","56.3919524623454","56.3892165860937","56.2148777568145","56.0888878594252","57.7421837090497","57.743766065789","58.4801614189351","61.1398027738342","63.558842592858","65.5503595241999","66.5607838810268","67.7211769593988","69.5574195271575","73.1546197924384","73.0207371871553","72.6084549129493","71.6470567403393","71.8786801349803","71.9686216395658","72.034868418406","72.541953909094","73.4404621050084","72.6914529077685","73.3200200022735","",
"IDA blend","IDB","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","0.934425937734302","4.49112630136853","5.10586208618629","11.6997031717525","26.9939896902289","34.3378122105312","40.5367970638104","45.058305322066","50.7276121524936","57.1588672993963","56.6169698876045","57.9627630907798","54.7624421862067","52.6009047767842","52.8763278729638","53.0084481922578","51.332044950716","52.1738135707695","54.0611911251497","52.2592123419563","52.260511418802","52.292825543863","51.8993296745464","53.9617136418594","55.6265942548715","56.209942314984","57.7278463361308","56.1199000992297","61.9702934616739","65.8919047259057","63.71123135354","61.8021734246902","61.2444177358261","63.2045849845303","64.3389416115895","64.3577127706824","67.8123766576635","68.2458494654005","66.6983221925167","67.3816183246025","",
"Indonesia","IDN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","6","13","26","45","48","51","54","58","61","65","68","66","63","79","77","77","77","76","76","72","74","76","77","79","76","76","74","78","80","82","87","86","87","88","90","89","88","",
"IDA only","IDX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","6.52531902088585","10.5149167730943","13.1489332613043","15.0014203046122","16.8045235625847","21.2053501695365","28.1729852441801","31.0091242964632","38.2200713675466","49.8487167340991","56.2550178955649","52.1049724021829","52.3130461964835","54.9097381191414","59.5842416973851","59.2219165045605","58.9176606798715","58.4945481242138","57.288321257382","57.9938759271211","60.4627574104636","60.4423573452672","61.7454434304893","64.6982280643838","67.4929534750451","70.1934037018557","70.9618167739717","73.5314474226717","73.3781628610918","76.8340209567192","77.7658484738391","78.0946554637277","76.9494348933461","76.32345049968","75.8942052456595","75.9946987984085","74.9879832402181","76.1248362004637","75.7850425020428","76.3784477881082","",
"Isle of Man","IMN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","1","10","24","32","42","56","43","51","59","67","72","66","55","53","56","56","57","56","60","64","68","69","70","72","78","82","84","83","83","85","87","88","90","93","95","",
"Not classified","INX","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","10","10","63","65","66","68","78","78","78","78","78","78","77","77","77","77","77","79","73","73","78","81","84","86","87","89","90","90","92","92","93","93","93","92","92","92","91","",
"Iran, Islamic Rep.","IRN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","39","48","55","38","38","62","55","55","83","79","85","84","96","96","97","95","99","95","99","99","99","96","99","99","96","94","99","97","98","99","99","99","98","98","99","99","99","99","99","99","",
"Iraq","IRQ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","9","10","11","12","25","70","75","91","85","79","75","71","67","63","72","80","82","85","88","90","86","82","77","73","69","69","62","64","76","81","75","80","74","72","68","71","80","85","83","82","",
"Iceland","ISL","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","81","96","96","95","97","99","99","99","99","99","99","98","99","99","99","96","94","91","88","91","93","93","90","95","95","96","92","93","94","90","91","90","93","91","92","93","93","",
"Israel","ISR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","81","83","88","85","85","85","88","88","86","88","91","94","94","92","92","93","96","97","94","94","95","95","95","96","97","94","96","97","98","97","96","97","96","98","97","98","97","98","98","98","",
"Italy","ITA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","50","50","50","50","50","55","57","55","70","74","77","81","84","86","87","88","90","90","90","91","90","90","90","87","85","87","92","93","94","",
"Jamaica","JAM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","12","15","60","64","36","62","68","71","74","77","63","80","82","90","96","88","88","82","88","85","86","78","86","84","87","76","88","88","89","88","93","94","92","91","95","95","89","94","",
"Jordan","JOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","29","40","48","56","65","73","81","87","87","84","87","85","91","88","91","92","94","95","93","83","94","99","95","96","99","95","99","95","95","95","98","98","98","97","98","94","96","93","92","87","",
"Japan","JPN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","69","68","66","70","73","73","74","75","76","77","73","71","69","68","81","93","94","94","95","95","96","98","98","98","98","98","97","96","95","94","94","94","96","95","98","96","96","97","97","96","",
"Kazakhstan","KAZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89","91","91","95","97","97","99","99","99","95","95","99","99","99","99","99","99","99","99","99","96","99","99","99","99","99","99","99","",
"Kenya","KEN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","55","63","65","69","72","75","78","81","84","84","84","83","81","79","90","76","78","77","78","72","73","69","77","80","90","88","86","87","93","94","95","96","96","89","89","89","",
"Kyrgyz Republic","KGZ","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94","93","88","97","98","98","98","99","98","99","98","99","99","99","97","99","99","99","99","97","98","99","96","99","97","95","96","96","",
"Cambodia","KHM","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","27","29","54","53","39","39","34","39","33","36","50","62","56","50","54","63","65","59","52","65","80","79","78","79","89","92","90","88","84","79","83","84","84","84","84","84","",
"Kiribati","KIR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","24","8","4","9","14","54","63","75","62","77","89","70","47","64","82","77","62","80","76","88","72","56","85","61","93","72","82","89","90","91","91","88","84","80","81","84","94","",
"St. Kitts and Nevis","KNA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","85","91","96","91","77","90","99","99","99","99","99","99","99","97","99","99","99","90","99","98","98","99","99","99","99","99","99","99","95","99","93","95","98","93","96","97","",
"Korea, Rep.","KOR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","4","5","5","33","61","89","89","82","70","95","93","93","93","92","92","93","89","85","85","90","95","96","97","96","99","99","99","92","92","93","98","99","99","99","99","98","98","97","98","98","",
"Kuwait","KWT","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","48","71","79","80","88","91","93","95","97","98","66","75","85","95","98","98","99","95","99","96","99","99","97","97","97","99","99","99","99","99","98","99","99","99","94","93","99","99","98","98","",
"Latin America & Caribbean (excluding high income)","LAC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","40.2487470344292","47.9245631060402","47.5002367858496","46.6631565052244","51.2831555128312","59.3881300329471","60.8768689060117","59.5510044614455","65.7391471031162","69.9727507385736","76.0501811051415","80.9014704255315","83.644475926701","82.7925670999315","81.4500466755422","87.9803245624529","84.8635591935118","89.5297909385583","90.6145709727495","92.5265715692895","94.0025220099218","94.5419470228561","94.0746392414217","94.5363005656093","93.9387492396477","93.8818936858472","95.162374259993","94.3271465532296","95.2342452834552","94.5710798853407","94.3310657329648","95.1234079755398","95.875611327453","92.0680775946368","92.835765681125","92.9563858503516","92.5995204999028","85.9682616438767","92.0239225097958","85.8842613608076","",
"Lao PDR","LAO","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","7","7","7","6","6","10","11","23","20","32","47","46","46","73","68","73","67","71","71","42","50","55","42","36","41","48","40","52","59","64","69","72","82","87","83","66","72","69","69","",
"Lebanon","LBN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","1","8","16","23","30","39","48","58","61","65","76","88","88","85","85","89","83","77","71","65","59","53","58","63","69","74","79","80","80","81","81","82","82","82","82","82","82","82","",
"Liberia","LBR","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69","63","58","52","47","41","62","63","71","76","83","65","71","80","74","58","74","80","87","91","85","",
"Libya","LBY","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","61","66","65","71","76","75","78","75","76","79","89","87","88","91","92","92","93","91","92","92","93","93","91","96","99","97","98","98","98","98","98","98","98","96","93","98","97","94","73","73","",
"St. Lucia","LCA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","43","36","60","68","91","81","83","91","82","97","75","94","92","94","95","95","90","95","88","89","98","90","95","94","94","94","99","99","95","91","99","99","99","97","99","87","86","96","",
"Latin America & Caribbean","LCN","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","41.9394366520834","48.7392752673385","48.4565282235885","47.5801139897936","51.8097221545651","59.9564753977373","61.0740501126777","60.2713821704936","65.8280168863593","69.612849894055","75.9531630155167","80.5973718179148","82.7293530186913","82.1239758636353","82.4993657663662","86.2354312973726","84.1097867320187","88.6533315646515","90.8880582526673","92.158927398438","93.54163932749","94.7396071874086","93.5232769268071","93.9615617172135","93.218290331095","92.8516781286356","94.3429817136965","93.8759780157233","95.118406273828","94.1178856419054","93.4482735169169","94.5068543169036","95.2102545400349","91.6322654174038","92.7391719115604","92.9836834256055","92.3588308112179","86.6935783758754","91.2212526160778","86.47422839986","",
"Least developed countries: UN classification","LDC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","5.78900621070066","9.77071695991004","12.0046789472279","14.8311820497687","16.2525455705519","20.7002047202498","26.9816483359865","30.4801399876342","37.2772096188302","48.0848884189733","54.3000096514488","50.1392538113803","49.7335532753656","52.5744958653783","57.5796282802197","57.1866775857858","56.9961361089686","56.8383078936642","54.720485854179","55.1869934278201","57.0691045185707","58.1498951367004","59.5038274537417","62.2806739936355","65.0591134815647","67.027578867337","68.1049926882961","71.8781292654944","71.7197461732053","74.9216340001898","76.5010149364718","77.1274076532726","76.0578878272447","75.286711664925","74.8973530459468","74.6578340424508","73.0610828909626","74.0065965178694","73.9761861445281","74.7122175107187","",
"Low income","LIC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","7.34612370341913","13.2865153762722","17.2241287807714","17.834585785717","18.6221381233568","23.7906117131776","28.9450979431129","31.5811865530064","38.3009094762739","46.4012459969733","50.7640023639628","43.1275907199764","41.8332133711276","44.7660837303987","49.6489823649628","47.5928945709977","48.3979339002322","46.3679274004035","45.1198977233111","46.528788228306","50.4374679801237","50.685925169725","52.8033183114966","56.1353319883513","59.2797849498165","62.0616378481903","64.3174490903099","67.0922136521394","67.2068715295661","70.7984599614892","73.0437256004244","73.5712339656049","71.6983377328195","70.2172854615233","69.3763480899476","69.2618065471797","68.0904853275375","69.2195848787456","68.672334012175","69.9672187240017","",
"Liechtenstein","LIE","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","","","","","3","20","45","60","68","76","80","79","82","86","84","87","89","94","94","95","99","99","99","99","96","99","99","98","98","97","99","99","99","99","99","99","99","99","99","99","",
"Lower middle income","LMC","Immunization, measles (% of children ages 12-23 months)","SH.IMM.MEAS","","","","","","","","","","","","","","","","","","","","","3.65607648269206","4.78643734312321","6.00799789796774","8.54183121735868","12.8950857549272","19.7088653100739","28.4734330748646","36.8098540614686","45.2421011487749","54.2093908313208","62.3338706017858","57.1381207289198","61.2035160872275","64.9127642793831","68.6830489161995","70.5187226710822","68.9287337534963","64.6391003213788","64.0072555406145","64.6322263576491","64.6909502660789","65.4598395527738","64.8091260158313","67.3770446163357","70.0463638500056","72.025866604287","72.7692835930287","73.1457502426497","74.9611486226502","78.5007216798254","79.5646790807626","80.2745184004491","79.996132017007","80.9729803717923","81.2965394086164","82.122420569677","83.0603898711835","83.9805530601758","84.4260859714709","85.0819465322766","",
